"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","année d'octroi  de la subvention","prénom","nom","sexe","url_sénat","url_nossénateurs","url_nossénateurs_api"
"NOTRE-DAME-DE-BLIQUETUIT",76,13258,"La construction d'une garderie",122,"MORIN-DESAILLY Catherine",76,2010,"Catherine","Morin-Desailly","F","http://www.senat.fr/senateur/morin_desailly_catherine04070g.html","http://nossenateurs.fr/catherine-morin-desailly","http://nossenateurs.fr/catherine-morin-desailly/json"
"NOTRE-DAME-DE-RIEZ",85,17239,"La mise en sécurité et la restauration de l'église (tranche ferme et conditionnelle)",122,"MERCERON Jean-Claude",85,2012,"Jean-Claude","Merceron","H","http://www.senat.fr/senateur/merceron_jean_claude04083m.html","http://nossenateurs.fr/jean-claude-merceron","http://nossenateurs.fr/jean-claude-merceron/json"
"NOTRE-DAME-DE-SANILHAC",24,10000,"La réhabilitation et l'extension de la salle de sports",122,"JARRAUD-VERGNOLLE Annie",64,2011,"Annie","Jarraud-Vergnolle","F","http://www.senat.fr/senateur/jarraud_vergnolle_annie06001b.html","http://nossenateurs.fr/annie-jarraud-vergnolle","http://nossenateurs.fr/annie-jarraud-vergnolle/json"
"NOTRE-DAME-D'ESTREES",14,60160,"La restauration de l'église (3ème tranche)",122,"GARREC René",14,2010,"René","Garrec","H","http://www.senat.fr/senateur/garrec_rene98041s.html","http://nossenateurs.fr/rene-garrec","http://nossenateurs.fr/rene-garrec/json"
"NOTRE-DAME-D'OE",37,9918,"L'acquisition de la propriété de Mazières pour l'implantation de la mairie",122,"HERVIAUX Odette",56,2012,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"NOTRE-DAME-DU-HAMEL",27,1150,"L'édification d'un columbarium",122,"PONIATOWSKI Ladislas",27,2013,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"NOTRE-DAME-DU-ROCHER",61,166,"La réfection de la rue du presbytère et l'élargissement du chemin d'accés à l'arrêt de bus scolaire",122,"LENOIR Jean-Claude",61,2012,"Jean-Claude","Lenoir","H","http://www.senat.fr/senateur/lenoir_jean_claude11100y.html","http://nossenateurs.fr/jean-claude-lenoir","http://nossenateurs.fr/jean-claude-lenoir/json"
"NOUIC",87,14952,"L'aménagement des abords de l'église, secteur nord- ouest",122,"DEMERLIAT Jean-Pierre",87,2011,"Jean-Pierre","Demerliat","H","http://www.senat.fr/senateur/demerliat_jean_pierre90004c.html","http://nossenateurs.fr/jean-pierre-demerliat","http://nossenateurs.fr/jean-pierre-demerliat/json"
"NOUILLONPONT",55,2918,"La réfection de la toiture du bâtiment mairie- logements",122,"NAMY Christian",55,2012,"Christian","Namy","H","http://www.senat.fr/senateur/namy_christian11082q.html","http://nossenateurs.fr/christian-namy","http://nossenateurs.fr/christian-namy/json"
"NOUSSE",40,4000,"La réfection de la toiture de l'église",122,"CARTRON Françoise",33,2013,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"NOUVION-ET-CATILLON",2,5000,"La réfection de trottoirs (programme 2012)",122,"LEFEVRE Antoine",2,2012,"Antoine","Lefèvre","H","http://www.senat.fr/senateur/lefevre_antoine08010l.html","http://nossenateurs.fr/antoine-lefevre","http://nossenateurs.fr/antoine-lefevre/json"
"NOUVOITOU",35,19034,"L'acquisition d'une cellule commerciale et son aménagement en commerce alimentaire",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"NOYANT-D'ALLIER",3,7000,"L'aménagement mobilier de la Maison d'accueil rurale pour personnes âgées du Beau Chêne",122,"SCHURCH Mireille",3,2013,"Mireille","Schurch","F","http://www.senat.fr/senateur/schurch_mireille08054y.html","http://nossenateurs.fr/mireille-schurch","http://nossenateurs.fr/mireille-schurch/json"
"NOYANT-DE-TOURAINE",37,9787,"La restauration des façades ouest et nord de l'église",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"NOYANT-LA-GRAVOYERE",49,1237,"L'acquisition et la réhabilitation du bâtiment de la poste en Maison des Services au Public",122,"RAOUL Daniel",49,2010,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"NOYANT-LA-GRAVOYERE",49,10647,"L'aménagement d'un parcours d'interprétation dit ""Sur le chemin des Ardoisières""",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"NOYELLES-GODAULT",62,4000,"L'acquisition de divers matériels destinés à l'aménagement du local jeunes situé au centre Léo Lagrange",122,"VANLERENBERGHE Jean-Marie",62,2008,"Jean-Marie","Vanlerenberghe","H","http://www.senat.fr/senateur/vanlerenberghe_jean_marie01034p.html","http://nossenateurs.fr/jean-marie-vanlerenberghe","http://nossenateurs.fr/jean-marie-vanlerenberghe/json"
"NOYELLES-GODAULT",62,4000,"L'acquisition d'outillage et de matériel destinés aux services techniques municipaux",122,"VANLERENBERGHE Jean-Marie",62,2008,"Jean-Marie","Vanlerenberghe","H","http://www.senat.fr/senateur/vanlerenberghe_jean_marie01034p.html","http://nossenateurs.fr/jean-marie-vanlerenberghe","http://nossenateurs.fr/jean-marie-vanlerenberghe/json"
"NOYELLES-SUR-ESCAUT",59,750,"La restauration de la toiture et la mise en sécurité de l'église",122,"LEGENDRE Jacques",59,2011,"Jacques","Legendre","H","http://www.senat.fr/senateur/legendre_jacques92031p.html","http://nossenateurs.fr/jacques-legendre","http://nossenateurs.fr/jacques-legendre/json"
"NOYELLES-SUR-ESCAUT",59,10000,"La réfection de la salle des sports Thierry Rey",122,"HERVIAUX Odette",56,2012,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"NOYERS-BOCAGE",14,5000,"La réhabilitation de la salle paroissiale en bibliothèque",122,"DUPONT Jean-Léonce",14,2012,"Jean-Léonce","Dupont","H","http://www.senat.fr/senateur/dupont_jean_leonce98042t.html","http://nossenateurs.fr/jean-leonce-dupont","http://nossenateurs.fr/jean-leonce-dupont/json"
"NOYON",60,6500,"L'installation d'une chambre froide négative à l'épicerie sociale",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"NOZAY",91,3911,"L'acquisition et l'installation d'abris-vélos",122,"DELAHAYE Vincent",91,2012,"Vincent","Delahaye","H","http://www.senat.fr/senateur/delahaye_vincent11070l.html","http://nossenateurs.fr/vincent-delahaye","http://nossenateurs.fr/vincent-delahaye/json"
"NOZIERES",7,750,"La réhabilitation de la mairie",122,"HERVIAUX Odette",56,2012,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"NUARS",58,1241,"La réfection de la toiture du presbytère et la pose de fenêtres",122,"SIGNÉ René-Pierre",58,2011,"René-Pierre","Signé","H","http://www.senat.fr/senateur/signe_rene_pierre86053h.html","http://nossenateurs.fr/rene-pierre-signe","http://nossenateurs.fr/rene-pierre-signe/json"
"NYONS",26,7722,"L'aménagement et l'extension de l'office de tourisme",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"OBERGAILBACH",57,1170,"L'élaboration d'un plan topographique du cimetière",122,"MASSON Jean-Louis",57,2010,"Jean Louis","Masson","H","http://www.senat.fr/senateur/masson_jean_louis01060r.html","http://nossenateurs.fr/jean-louis-masson","http://nossenateurs.fr/jean-louis-masson/json"
"OBERGAILBACH",57,2364,"La restauration du clocher de l'église",122,"JARRAUD-VERGNOLLE Annie",64,2011,"Annie","Jarraud-Vergnolle","F","http://www.senat.fr/senateur/jarraud_vergnolle_annie06001b.html","http://nossenateurs.fr/annie-jarraud-vergnolle","http://nossenateurs.fr/annie-jarraud-vergnolle/json"
"OBERSTEINBACH",67,10000,"La construction d'une salle de rencontres, de loisirs et de culture",122,"SITTLER Esther",67,2010,"Esther","Sittler","F","http://www.senat.fr/senateur/sittler_esther04069p.html","http://nossenateurs.fr/esther-sittler","http://nossenateurs.fr/esther-sittler/json"
"OBERSTINZEL",57,2000,"La rénovation des façades du bâtiment de la mairie",122,"MASSON Jean-Louis",57,2009,"Jean Louis","Masson","H","http://www.senat.fr/senateur/masson_jean_louis01060r.html","http://nossenateurs.fr/jean-louis-masson","http://nossenateurs.fr/jean-louis-masson/json"
"OCQUERRE",77,4492,"L'aménagement d'un terrain sportif et d'une aire de jeux",122,"HOUEL Michel",77,2012,"Michel","Houel","H","http://www.senat.fr/senateur/houel_michel04048j.html","http://nossenateurs.fr/michel-houel","http://nossenateurs.fr/michel-houel/json"
"ODEREN",68,10000,"La sécurisation d'un bloc rocheux au lieu-dit ""Vontay""",122,"BOCKEL Jean-Marie",68,2012,"Jean-Marie","Bockel","H","http://www.senat.fr/senateur/bockel_jean_marie04040a.html","http://nossenateurs.fr/jean-marie-bockel","http://nossenateurs.fr/jean-marie-bockel/json"
"OFFEMONT",90,1000,"La construction et l'équipement d'un complexe sportif, artistique et culturel",122,"CHEVENEMENT Jean-Pierre",90,2012,"Jean-Pierre","Chevènement","H","http://www.senat.fr/senateur/chevenement_jean_pierre02053w.html","http://nossenateurs.fr/jean-pierre-chevenement","http://nossenateurs.fr/jean-pierre-chevenement/json"
"OFFOY",60,9397,"Travaux d'étanchéité au château d'eau",122,"MARINI Philippe",60,2011,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"OHNENHEIM",67,10000,"La réfection des façades en briques apparentes de l'école maternelle",122,"ROSSIGNOL Laurence",60,2013,"Laurence","Rossignol","F","http://www.senat.fr/senateur/rossignol_laurence11045k.html","http://nossenateurs.fr/laurence-rossignol","http://nossenateurs.fr/laurence-rossignol/json"
"OIGNY-EN-VALOIS",2,4926,"L'élaboration d'un plan local d'urbanisme dans le cadre de la révision du plan d'occupation des sols (phases 3, 4 et 5)",122,"LEFEVRE Antoine",2,2011,"Antoine","Lefèvre","H","http://www.senat.fr/senateur/lefevre_antoine08010l.html","http://nossenateurs.fr/antoine-lefevre","http://nossenateurs.fr/antoine-lefevre/json"
"OINGT",69,18536,"La construction et l'équipement mobilier d'une salle de réchauffe, d'une salle de restauration et d'une salle de réunion",122,"BUFFET François-Noël",69,2010,"François-Noël","Buffet","H","http://www.senat.fr/senateur/buffet_francois_noel04047h.html","http://nossenateurs.fr/francois-noel-buffet","http://nossenateurs.fr/francois-noel-buffet/json"
"OISLY",41,1160,"La réfection des bâtiments communaux (programme 2011)",122,"GOURAULT Jacqueline",41,2011,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"OISLY",41,8000,"L'aménagement des espaces publics du coeur de village",122,"GOURAULT Jacqueline",41,2013,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"OISSEAU",53,61781,"La construction d'un groupe scolaire, rue Ambroise de Loré",122,"ARTHUIS Jean",53,2010,"Jean","Arthuis","H","http://www.senat.fr/senateur/arthuis_jean83011j.html","http://nossenateurs.fr/jean-arthuis","http://nossenateurs.fr/jean-arthuis/json"
"OISSEL",76,104314,"L'aménagement des places de la République et de la Paix",122,"FOUCAUD Thierry",76,2011,"Thierry","Foucaud","H","http://www.senat.fr/senateur/foucaud_thierry98053w.html","http://nossenateurs.fr/thierry-foucaud","http://nossenateurs.fr/thierry-foucaud/json"
"OISSERY",77,15226,"La réhabilitation de la cour de l'école élémentaire Charles Lecour",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"OLARGUES",34,4691,"La consolidation et la mise en sécurité du pont de la Picade",122,"TROPEANO Robert",34,2012,"Robert","Tropeano","H","http://www.senat.fr/senateur/tropeano_robert06004e.html","http://nossenateurs.fr/robert-tropeano","http://nossenateurs.fr/robert-tropeano/json"
"OLCANI","2B",500,"La réfection de la partie sommitale de l'église et la restauration du clocher",122,"VENDASI François","2B",2012,"François","Vendasi","H","http://www.senat.fr/senateur/vendasi_francois05011y.html","http://nossenateurs.fr/francois-vendasi","http://nossenateurs.fr/francois-vendasi/json"
"OLEAC-DESSUS",65,5000,"La réfection de la voirie, rue de la Capère et chemin de la Fontaine (programme 2012)",122,"FORTASSIN François",65,2012,"François","Fortassin","H","http://www.senat.fr/senateur/fortassin_francois01003g.html","http://nossenateurs.fr/francois-fortassin","http://nossenateurs.fr/francois-fortassin/json"
"OLIVET",53,17498,"L'aménagement d'un espace socio-culturel",122,"ARTHUIS Jean",53,2011,"Jean","Arthuis","H","http://www.senat.fr/senateur/arthuis_jean83011j.html","http://nossenateurs.fr/jean-arthuis","http://nossenateurs.fr/jean-arthuis/json"
"OLLAINVILLE",91,2000,"La réfection d'hydrants",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"OLLAINVILLE",91,4200,"L'aménagement d'un sanitaire pour les personnes à mobilité réduite à l'école Jacques Prévert",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"OLLE",28,2500,"La mise en accessibilité de la salle polyvalente et de la cour",122,"CORNU Gérard",28,2012,"Gérard","Cornu","H","http://www.senat.fr/senateur/cornu_gerard98023q.html","http://nossenateurs.fr/gerard-cornu","http://nossenateurs.fr/gerard-cornu/json"
"OLMET",63,3614,"L'aménagement de logements dans l'ancien presbytère",122,"ANDRE Michèle",63,2010,"Michèle","André","F","http://www.senat.fr/senateur/andre_michele01031l.html","http://nossenateurs.fr/michele-andre","http://nossenateurs.fr/michele-andre/json"
"OLONZAC",34,5000,"La rénovation des courts de tennis n°1 et 2 du parc municipal",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"OMERVILLE",95,5615,"L'édification d'un columbarium",122,"PORTELLI Hugues",95,2011,"Hugues","Portelli","H","http://www.senat.fr/senateur/portelli_hugues04074l.html","http://nossenateurs.fr/hugues-portelli","http://nossenateurs.fr/hugues-portelli/json"
"OMMERAY",57,415,"L'acquisition de décorations festives",122,"MASSERET Jean-Pierre",57,2011,"Jean-Pierre","Masseret","H","http://www.senat.fr/senateur/masseret_jean_pierre83042r.html","http://nossenateurs.fr/jean-pierre-masseret","http://nossenateurs.fr/jean-pierre-masseret/json"
"OMMERAY",57,900,"La restauration et la reliure de registres d'état civil",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"OMMERAY",57,1146,"La réfection des menuiseries de la mairie",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"OMMERAY",57,2500,"L'aménagement d'un parking et d'un accès à la mairie pour les personnes à mobilité réduite",122,"LEROY Philippe",57,2013,"Philippe","Leroy","H","http://www.senat.fr/senateur/leroy_philippe01061s.html","http://nossenateurs.fr/philippe-leroy","http://nossenateurs.fr/philippe-leroy/json"
"OMMERAY",57,5000,"La réfection de la route située derrière l'église (2ème tranche)",122,"LEROY Philippe",57,2012,"Philippe","Leroy","H","http://www.senat.fr/senateur/leroy_philippe01061s.html","http://nossenateurs.fr/philippe-leroy","http://nossenateurs.fr/philippe-leroy/json"
"ONDES",31,8536,"L'acquisition d'un camion polybenne",122,"CHATILLON Alain",31,2012,"Alain","Chatillon","H","http://www.senat.fr/senateur/chatillon_alain08028w.html","http://nossenateurs.fr/alain-chatillon","http://nossenateurs.fr/alain-chatillon/json"
"ONESSE-LAHARIE",40,960,"L'extension et l'aménagement de la salle polyvalente",122,"CARRERE Jean-Louis",40,2009,"Jean-Louis","Carrère","H","http://www.senat.fr/senateur/carrere_jean_louis92015p.html","http://nossenateurs.fr/jean-louis-carrere","http://nossenateurs.fr/jean-louis-carrere/json"
"ONJON",10,350,"La restauration de l'église (2ème tranche - 1ère phase)",122,"GAILLARD Yann",10,2012,"Yann","Gaillard","H","http://www.senat.fr/senateur/gaillard_yann94003t.html","http://nossenateurs.fr/yann-gaillard","http://nossenateurs.fr/yann-gaillard/json"
"ONS-EN-BRAY",60,10000,"L'acquisition d'équipements pour le complexe périscolaire",122,"MARINI Philippe",60,2013,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"OPPEDETTE",4,2000,"La mise en conformité du réservoir du village",122,"CARTRON Françoise",33,2012,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"OPPENANS",70,4800,"L'extension du bâtiment communal, place de la Mairie",122,"MICHEL Jean-Pierre",70,2013,"Jean-Pierre","Michel","H","http://www.senat.fr/senateur/michel_jean_pierre04084n.html","http://nossenateurs.fr/jean-pierre-michel","http://nossenateurs.fr/jean-pierre-michel/json"
"ORBEIL",63,17594,"La construction de l'école maternelle",122,"FRIMAT Bernard",59,2011,"Bernard","Frimat","H","http://www.senat.fr/senateur/frimat_bernard02001j.html","http://nossenateurs.fr/bernard-frimat","http://nossenateurs.fr/bernard-frimat/json"
"ORBEY",68,14771,"L'installation de l'éclairage de la tour du Faudé",122,"HAENEL Hubert",68,2008,"Hubert","Haenel","H","http://www.senat.fr/senateur/haenel_hubert86030a.html","http://nossenateurs.fr/hubert-haenel","http://nossenateurs.fr/hubert-haenel/json"
"ORBIGNY-AU-VAL",52,3000,"La mise en sécurité des entrées du village",122,"GUENE Charles",52,2012,"Charles","Guené","H","http://www.senat.fr/senateur/guene_charles01057w.html","http://nossenateurs.fr/charles-guene","http://nossenateurs.fr/charles-guene/json"
"ORCHAISE",41,15000,"L'extension de la cantine scolaire et la réfection de la cour et de la toiture du préau",122,"GOURAULT Jacqueline",41,2011,"Jacqueline","Gourault","F","http://www.senat.fr/senateur/gourault_jacqueline01007l.html","http://nossenateurs.fr/jacqueline-gourault","http://nossenateurs.fr/jacqueline-gourault/json"
"ORDIZAN",65,8000,"Le réaménagement et la mise aux normes d'accessibilité des locaux de la mairie",122,"FORTASSIN François",65,2012,"François","Fortassin","H","http://www.senat.fr/senateur/fortassin_francois01003g.html","http://nossenateurs.fr/francois-fortassin","http://nossenateurs.fr/francois-fortassin/json"
"ORGEUX",21,15000,"La construction d'un bâtiment abritant les ateliers municipaux",122,"REBSAMEN François",21,2011,"François","Rebsamen","H","http://www.senat.fr/senateur/rebsamen_francois08070y.html","http://nossenateurs.fr/francois-rebsamen","http://nossenateurs.fr/francois-rebsamen/json"
"ORIGNE",53,20000,"L'aménagement du bourg (1ère tranche)",122,"ARTHUIS Jean",53,2011,"Jean","Arthuis","H","http://www.senat.fr/senateur/arthuis_jean83011j.html","http://nossenateurs.fr/jean-arthuis","http://nossenateurs.fr/jean-arthuis/json"
"ORLIAC-DE-BAR",19,2488,"L'aménagement d'une défense incendie",122,"LE TEXIER Raymonde",95,2011,"Raymonde","Le Texier","F","http://www.senat.fr/senateur/le_texier_raymonde04076n.html","http://nossenateurs.fr/raymonde-le-texier","http://nossenateurs.fr/raymonde-le-texier/json"
"ORLIAC-DE-BAR",19,10000,"La réhabilitation du réseau d'eau potable",122,"MARC François",29,2009,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"ORMES",10,600,"La restauration de l'église Saint-Gengoult",122,"ADNOT Philippe",10,2012,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"ORMES",10,3000,"La réfection de la cour de l'école, la création d'une rampe d'accès handicapés et l'aménagement de l'arrêt des cars scolaires",122,"ADNOT Philippe",10,2010,"Philippe","Adnot","H","http://www.senat.fr/senateur/adnot_philippe89017r.html","http://nossenateurs.fr/philippe-adnot","http://nossenateurs.fr/philippe-adnot/json"
"ORNY",57,4000,"La réfection de la peinture de l'église",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"ORPIERRE",5,9000,"L'acquisition d'un camion pour le service technique",122,"BERNARD-REYMOND Pierre",5,2012,"Pierre","Bernard-Reymond","H","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://nossenateurs.fr/pierre-bernard-reymond","http://nossenateurs.fr/pierre-bernard-reymond/json"
"ORQUEVAUX",52,475,"L'aménagement d'un chemin forestier",122,"SIDO Bruno",52,2012,"Bruno","Sido","H","http://www.senat.fr/senateur/sido_bruno01058x.html","http://nossenateurs.fr/bruno-sido","http://nossenateurs.fr/bruno-sido/json"
"ORRIULE",64,9405,"La sécurisation du complexe église-cimetière- parking",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
"ORSCHWILLER",67,1523,"L'aménagement de la place de la Mairie",122,"SITTLER Esther",67,2011,"Esther","Sittler","F","http://www.senat.fr/senateur/sittler_esther04069p.html","http://nossenateurs.fr/esther-sittler","http://nossenateurs.fr/esther-sittler/json"
"ORSENNES",36,6103,"La restauration des façades de l'église (tranches fermes et conditionnelle)",122,"PINTON Louis",36,2011,"Louis","Pinton","H","http://www.senat.fr/senateur/pinton_louis07032n.html","http://nossenateurs.fr/louis-pinton","http://nossenateurs.fr/louis-pinton/json"
"ORVAULT",44,16000,"La construction d'une médiathèque",122,"PAPON Monique",44,2010,"Monique","Papon","F","http://www.senat.fr/senateur/papon_monique01054t.html","http://nossenateurs.fr/monique-papon","http://nossenateurs.fr/monique-papon/json"
"ORVAUX",27,752,"La réfection de l'éclairage public, au Boshion et à la Closerie",122,"PONIATOWSKI Ladislas",27,2011,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"ORVEAU-BELLESAUVE",45,2393,"L'enfouissement des réseaux aériens, rue du Buisson au hameau de Bellesauve et rue des Grisonnières au bourg d'Orveau",122,"SUEUR Jean-Pierre",45,2011,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"ORVILLE",21,1622,"La réfection du mur de l'ancien cimetière",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"ORVILLIERS",78,13937,"La construction d'un préau et d'une cinquième salle de classe",122,"LARCHER Gérard",78,2012,"Gérard","Larcher","H","http://www.senat.fr/senateur/larcher_gerard86034e.html","http://nossenateurs.fr/gerard-larcher","http://nossenateurs.fr/gerard-larcher/json"
"ORVILLIERS-SAINT-JULIEN",10,1900,"La réfection de la voirie, l'assainissement des eaux pluviales et des trottoirs, impasse des Moissons",122,"GAILLARD Yann",10,2010,"Yann","Gaillard","H","http://www.senat.fr/senateur/gaillard_yann94003t.html","http://nossenateurs.fr/yann-gaillard","http://nossenateurs.fr/yann-gaillard/json"
"OSNY",95,23225,"L'extension du foyer Belle Epoque",122,"PORTELLI Hugues",95,2012,"Hugues","Portelli","H","http://www.senat.fr/senateur/portelli_hugues04074l.html","http://nossenateurs.fr/hugues-portelli","http://nossenateurs.fr/hugues-portelli/json"
"OSSE-EN-ASPE",64,15488,"L'aménagement d'un réseau d'assainissement d'eaux usées et d'une station de refoulement, au quartier Lembeye",122,"CAZALET Auguste",64,2011,"Auguste","Cazalet","H","http://www.senat.fr/senateur/cazalet_auguste83021l.html","http://nossenateurs.fr/auguste-cazalet","http://nossenateurs.fr/auguste-cazalet/json"
"OSTHOUSE",67,11854,"Le remplacement du chauffage de l'église paroissiale",122,"GRIGNON Francis",67,2012,"Francis","Grignon","H","http://www.senat.fr/senateur/grignon_francis95036h.html","http://nossenateurs.fr/francis-grignon","http://nossenateurs.fr/francis-grignon/json"
"OSTWALD",67,1600,"La mise en conformité de l'ascenseur du centre sportif et de loisirs, quai Heydt",122,"KELLER Fabienne",67,2012,"Fabienne","Keller","F","http://www.senat.fr/senateur/keller_fabienne04061f.html","http://nossenateurs.fr/fabienne-keller","http://nossenateurs.fr/fabienne-keller/json"
"OUARVILLE",28,8096,"Des travaux de voirie, rue de Moraize, rue des fossés et impasse Saint-Martin (programme 2012)",122,"de MONTGOLFIER Albéric",28,2012,"Albéric de","Montgolfier","H","http://www.senat.fr/senateur/de_montgolfier_alberic08011m.html","http://nossenateurs.fr/alberic-de-montgolfier","http://nossenateurs.fr/alberic-de-montgolfier/json"
"OUGES",21,1057,"La construction d'un atelier municipal",122,"REBSAMEN François",21,2012,"François","Rebsamen","H","http://www.senat.fr/senateur/rebsamen_francois08070y.html","http://nossenateurs.fr/francois-rebsamen","http://nossenateurs.fr/francois-rebsamen/json"
"OUHANS",25,10200,"La réhabilitation de la chapelle Notre-Dame des Anges",122,"HUMBERT Jean-François",25,2010,"Jean-François","Humbert","H","http://www.senat.fr/senateur/humbert_jean_francois98028v.html","http://nossenateurs.fr/jean-francois-humbert","http://nossenateurs.fr/jean-francois-humbert/json"
"OULCHY-LE-CHATEAU",2,5914,"La mise en place d'une réserve incendie au hameau des Crouttes",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
"OULMES",85,20000,"La construction et l'aménagement d'un pôle accueil jeunesse",122,"RETAILLEAU Bruno",85,2011,"Bruno","Retailleau","H","http://www.senat.fr/senateur/retailleau_bruno04033b.html","http://nossenateurs.fr/bruno-retailleau","http://nossenateurs.fr/bruno-retailleau/json"
