"bénéficiaire","département","montant versé en 2013 (€)","nature de la subvention","programme budgétaire","attributeur","département attributeur","année d'octroi  de la subvention","prénom","nom","sexe","url_sénat","url_nossénateurs","url_nossénateurs_api"
"CRESTOT",27,3000,"La restauration des vitraux, d'un panneau d'obits et la remise en état de deux statues à l'église",122,"ZOCCHETTO François",53,2012,"François","Zocchetto","H","http://www.senat.fr/senateur/zocchetto_francois01047u.html","http://nossenateurs.fr/francois-zocchetto","http://nossenateurs.fr/francois-zocchetto/json"
"CREVECHAMPS",54,2850,"Le réaménagement de la mairie, la mise en sécurité de l'entrée nord du bourg et l'extension du local technique",122,"PANIS Jacqueline",54,2011,"Jacqueline","Panis","F","http://www.senat.fr/senateur/panis_jacqueline07023m.html","http://nossenateurs.fr/jacqueline-panis","http://nossenateurs.fr/jacqueline-panis/json"
"CREVECOEUR-LE-GRAND",60,20000,"La réfection de la toiture du bâtiment des services techniques",122,"MARINI Philippe",60,2010,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"CREVECOEUR-SUR-L'ESCAUT",59,1110,"L'aménagement d'une bibliothèque dans un ancien local de la poste",122,"TÜRK Alex",59,2011,"Alex","Türk","H","http://www.senat.fr/senateur/turk_alex92044u.html","http://nossenateurs.fr/alex-turk","http://nossenateurs.fr/alex-turk/json"
"CREVECOEUR-SUR-L'ESCAUT",59,7500,"La mise en accessibilité de la mairie",122,"LEGENDRE Jacques",59,2011,"Jacques","Legendre","H","http://www.senat.fr/senateur/legendre_jacques92031p.html","http://nossenateurs.fr/jacques-legendre","http://nossenateurs.fr/jacques-legendre/json"
"CREZANCY-EN-SANCERRE",18,425,"La réhabilitation du logement communal situé 10, route de Neuilly",122,"PILLET François",18,2013,"François","Pillet","H","http://www.senat.fr/senateur/pillet_francois07034q.html","http://nossenateurs.fr/francois-pillet","http://nossenateurs.fr/francois-pillet/json"
"CRION",54,2358,"L'aménagement de trottoirs, route de Bienville",122,"HUSSON Jean-François",54,2012,"Jean-François","Husson","H","http://www.senat.fr/senateur/husson_jean_francois11048n.html","http://nossenateurs.fr/jean-francois-husson","http://nossenateurs.fr/jean-francois-husson/json"
"CRION",54,4000,"L'enfouissement des réseaux aériens, route de Bienville",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"CRIQUEBEUF-LA-CAMPAGNE",27,462,"La réfection de l'éclairage public au lieu-dit ""Le Bout à Mont""",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"CRIQUEBEUF-LA-CAMPAGNE",27,750,"La réfection des fissures des murs de l'église",122,"MAUREY Hervé",27,2013,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"CRIQUEBEUF-LA-CAMPAGNE",27,7000,"La restauration de la toiture de l'église de Limbeuf",122,"BOURDIN Joël",27,2012,"Joël","Bourdin","H","http://www.senat.fr/senateur/bourdin_joel89022n.html","http://nossenateurs.fr/joel-bourdin","http://nossenateurs.fr/joel-bourdin/json"
"CRISTINACCE","2A",22250,"La réalisation de divers acquisitions immobilières",122,"ALFONSI Nicolas","2A",2010,"Nicolas","Alfonsi","H","http://www.senat.fr/senateur/alfonsi_nicolas01065w.html","http://nossenateurs.fr/nicolas-alfonsi","http://nossenateurs.fr/nicolas-alfonsi/json"
"CROCQ",23,6000,"La réhabilitation de la halle",122,"RAOUL Daniel",49,2011,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"CROCY",14,4773,"Le renforcement de la chaussée sur la voie communale n°304 de Hurlevent",122,"DUPONT Ambroise",14,2012,"Ambroise","Dupont","H","http://www.senat.fr/senateur/dupont_ambroise89007p.html","http://nossenateurs.fr/ambroise-dupont","http://nossenateurs.fr/ambroise-dupont/json"
"CROISY-SUR-EURE",27,1961,"La réfection du sol du choeur de l'église Saint- Germain",122,"MAUREY Hervé",27,2012,"Hervé","Maurey","H","http://www.senat.fr/senateur/maurey_herve08009t.html","http://nossenateurs.fr/herve-maurey","http://nossenateurs.fr/herve-maurey/json"
"CROISY-SUR-EURE",27,3720,"La restauration des peintures murales de l'église Saint-Germain (1ère phase)",122,"BOURDIN Joël",27,2011,"Joël","Bourdin","H","http://www.senat.fr/senateur/bourdin_joel89022n.html","http://nossenateurs.fr/joel-bourdin","http://nossenateurs.fr/joel-bourdin/json"
"CROIX",59,1000,"La restauration de l'église Saint-Martin (1ère phase)",122,"PILLET François",18,2011,"François","Pillet","H","http://www.senat.fr/senateur/pillet_francois07034q.html","http://nossenateurs.fr/francois-pillet","http://nossenateurs.fr/francois-pillet/json"
"CROIX",59,24000,"La réhabilitation du terrain de football Jacques Debuck",122,"LEGENDRE Jacques",59,2011,"Jacques","Legendre","H","http://www.senat.fr/senateur/legendre_jacques92031p.html","http://nossenateurs.fr/jacques-legendre","http://nossenateurs.fr/jacques-legendre/json"
"CROIX-CALUYAU",59,10100,"La réfection de la toiture du bâtiment mairie-salle des fêtes",122,"LEGENDRE Jacques",59,2012,"Jacques","Legendre","H","http://www.senat.fr/senateur/legendre_jacques92031p.html","http://nossenateurs.fr/jacques-legendre","http://nossenateurs.fr/jacques-legendre/json"
"CROIX-FONSOMME",2,2400,"Le remplacement des fenêtres de la salle de réunion et du secrétariat de la mairie",122,"JEANNEROT Claude",25,2012,"Claude","Jeannerot","H","http://www.senat.fr/senateur/jeannerot_claude08067e.html","http://nossenateurs.fr/claude-jeannerot","http://nossenateurs.fr/claude-jeannerot/json"
"CROSVILLE-LA-VIEILLE",27,2000,"La réfection de la placette de la rue du Val Saint- Martin",122,"PONIATOWSKI Ladislas",27,2012,"Ladislas","Poniatowski","H","http://www.senat.fr/senateur/poniatowski_ladislas98050t.html","http://nossenateurs.fr/ladislas-poniatowski","http://nossenateurs.fr/ladislas-poniatowski/json"
"CROTS",5,9000,"L'acquisition d'un véhicule utilitaire",122,"BERNARD-REYMOND Pierre",5,2013,"Pierre","Bernard-Reymond","H","http://www.senat.fr/senateur/bernard_reymond_pierre07003h.html","http://nossenateurs.fr/pierre-bernard-reymond","http://nossenateurs.fr/pierre-bernard-reymond/json"
"CROZE",23,30000,"La mise en sécurité de la voie communale n°1 et de l'accès au cimetière",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"CRUET",73,30000,"L'acquisition des parcelles C974 et C975 au lieu- dit ""Le Pray""",122,"RAOUL Daniel",49,2012,"Daniel","Raoul","H","http://www.senat.fr/senateur/raoul_daniel01016m.html","http://nossenateurs.fr/daniel-raoul","http://nossenateurs.fr/daniel-raoul/json"
"CRUSNES",54,5000,"La construction d'un parking et la réfection de la place située devant la salle polyvalente",122,"REINER Daniel",54,2012,"Daniel","Reiner","H","http://www.senat.fr/senateur/reiner_daniel01014k.html","http://nossenateurs.fr/daniel-reiner","http://nossenateurs.fr/daniel-reiner/json"
"CUBELLES",43,10000,"La réhabilitation de l'ancienne école en Maison des associations (2ème tranche)",122,"BOYER Jean",43,2011,"Jean","Boyer","H","http://www.senat.fr/senateur/boyer_jean01052r.html","http://nossenateurs.fr/jean-boyer","http://nossenateurs.fr/jean-boyer/json"
"CUCHERY",51,7000,"La restauration des cloches de l'église",122,"FERAT Françoise",51,2012,"Françoise","Férat","F","http://www.senat.fr/senateur/ferat_francoise01025n.html","http://nossenateurs.fr/francoise-ferat","http://nossenateurs.fr/francoise-ferat/json"
"CUDOS",33,3769,"La construction d'une salle multi-activités à proximité du stade",122,"PINTAT Xavier",33,2011,"Xavier","Pintat","H","http://www.senat.fr/senateur/pintat_xavier98021n.html","http://nossenateurs.fr/xavier-pintat","http://nossenateurs.fr/xavier-pintat/json"
"CUEBRIS",6,4150,"L'acquisition d'un véhicule-remorque-épandeur et autres accessoires",122,"HERVIAUX Odette",56,2012,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"CUERS",83,740,"La pose d'un escalier hélicoïdal et de sols amortissants aux écoles",122,"TRUCY François",83,2010,"François","Trucy","H","http://www.senat.fr/senateur/trucy_francois86049m.html","http://nossenateurs.fr/francois-trucy","http://nossenateurs.fr/francois-trucy/json"
"CUILLE",53,5118,"L'aménagement et la sécurisation des traverses d'agglomération sur les RD 32 et 127",122,"ZOCCHETTO François",53,2012,"François","Zocchetto","H","http://www.senat.fr/senateur/zocchetto_francois01047u.html","http://nossenateurs.fr/francois-zocchetto","http://nossenateurs.fr/francois-zocchetto/json"
"CUISEREY",21,500,"Le remplacement de la borne incendie située au bas de la petite rue",122,"HOUPERT Alain",21,2012,"Alain","Houpert","H","http://www.senat.fr/senateur/houpert_alain08069g.html","http://nossenateurs.fr/alain-houpert","http://nossenateurs.fr/alain-houpert/json"
"CUISLES",51,1977,"L'extension de la salle communale et l'aménagement des abords",122,"FERAT Françoise",51,2011,"Françoise","Férat","F","http://www.senat.fr/senateur/ferat_francoise01025n.html","http://nossenateurs.fr/francoise-ferat","http://nossenateurs.fr/francoise-ferat/json"
"CULAN",18,7794,"L'aménagement d'un parcours de santé dans la zone de loisirs",122,"POINTEREAU Rémy",18,2012,"Rémy","Pointereau","H","http://www.senat.fr/senateur/pointereau_remy05012a.html","http://nossenateurs.fr/remy-pointereau","http://nossenateurs.fr/remy-pointereau/json"
"CULETRE",21,2000,"La restauration de la toiture de l'église",122,"HERVIAUX Odette",56,2011,"Odette","Herviaux","F","http://www.senat.fr/senateur/herviaux_odette01022k.html","http://nossenateurs.fr/odette-herviaux","http://nossenateurs.fr/odette-herviaux/json"
"CULOZ",1,1584,"L'acquisition de défibrillateurs cardiaques automatiques et de boîtiers muraux",122,"GOY-CHAVENT Sylvie",1,2012,"Sylvie","Goy-Chavent","F","http://www.senat.fr/senateur/goy_chavent_sylvie08056b.html","http://nossenateurs.fr/sylvie-goy-chavent","http://nossenateurs.fr/sylvie-goy-chavent/json"
"CUMONT",82,10000,"La réfection du chemin n°107 du Fourestage",122,"COLLIN Yvon",82,2012,"Yvon","Collin","H","http://www.senat.fr/senateur/collin_yvon88008l.html","http://nossenateurs.fr/yvon-collin","http://nossenateurs.fr/yvon-collin/json"
"CUNELIERES",90,4000,"L'évacuation des eaux pluviales, rue des Orgues",122,"CHEVENEMENT Jean-Pierre",90,2012,"Jean-Pierre","Chevènement","H","http://www.senat.fr/senateur/chevenement_jean_pierre02053w.html","http://nossenateurs.fr/jean-pierre-chevenement","http://nossenateurs.fr/jean-pierre-chevenement/json"
"CUQ-TOULZA",81,6583,"La construction d'ateliers municipaux au lieu-dit Nigoune",122,"PASTOR Jean-Marc",81,2011,"Jean-Marc","Pastor","H","http://www.senat.fr/senateur/pastor_jean_marc95052h.html","http://nossenateurs.fr/jean-marc-pastor","http://nossenateurs.fr/jean-marc-pastor/json"
"CUQ-TOULZA",81,15000,"La construction de vestiaires à la Plaine des Sports",122,"LE MENN Jacky",35,2012,"Jacky","Le Menn","H","http://www.senat.fr/senateur/le_menn_jacky08037x.html","http://nossenateurs.fr/jacky-le-menn","http://nossenateurs.fr/jacky-le-menn/json"
"CURCY-SUR-ORNE",14,9849,"La restauration de l'église",122,"GARREC René",14,2012,"René","Garrec","H","http://www.senat.fr/senateur/garrec_rene98041s.html","http://nossenateurs.fr/rene-garrec","http://nossenateurs.fr/rene-garrec/json"
"CURGIES",59,10000,"L'aménagement des trottoirs rue d'Aulnoy",122,"LETARD Valérie",59,2012,"Valérie","Létard","F","http://www.senat.fr/senateur/letard_valerie01043q.html","http://nossenateurs.fr/valerie-letard","http://nossenateurs.fr/valerie-letard/json"
"CUSSAC-FORT-MEDOC",33,7000,"Le remplacement de la main courante du terrain de football",122,"CARTRON Françoise",33,2012,"Françoise","Cartron","F","http://www.senat.fr/senateur/cartron_francoise08024s.html","http://nossenateurs.fr/francoise-cartron","http://nossenateurs.fr/francoise-cartron/json"
"CUSSY",14,4223,"Des travaux d'assainissement pluvial sur la RD 210 et d'accotement sur la RD 613",122,"DUPONT Jean-Léonce",14,2012,"Jean-Léonce","Dupont","H","http://www.senat.fr/senateur/dupont_jean_leonce98042t.html","http://nossenateurs.fr/jean-leonce-dupont","http://nossenateurs.fr/jean-leonce-dupont/json"
"CUTS",60,7535,"La restauration des vitraux de l'église (dernière tranche)",122,"MARINI Philippe",60,2013,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"CUVERVILLE-SUR-YERES",76,5000,"La réhabilitation de l'ancien logement communal de fonction",122,"ASSOULINE David",75,2011,"David","Assouline","H","http://www.senat.fr/senateur/assouline_david04059m.html","http://nossenateurs.fr/david-assouline","http://nossenateurs.fr/david-assouline/json"
"CUVRY",57,3000,"L'aménagement d'une place du Souvenir avec mise en place d'un monument aux morts",122,"BRICQ Nicole",77,2012,"Nicole","Bricq","F","http://www.senat.fr/senateur/bricq_nicole04053f.html","http://nossenateurs.fr/nicole-bricq","http://nossenateurs.fr/nicole-bricq/json"
"CUY",60,10000,"Le remplacement des portes et des fenêtres et la pose de volets roulants à l'école et à ses annexes",122,"ROSSIGNOL Laurence",60,2013,"Laurence","Rossignol","F","http://www.senat.fr/senateur/rossignol_laurence11045k.html","http://nossenateurs.fr/laurence-rossignol","http://nossenateurs.fr/laurence-rossignol/json"
"CYSOING",59,600,"L'acquisition de mobilier spécifique pour la nouvelle classe de l'école Yann Arthus Bertrand",122,"LECERF Jean-René",59,2009,"Jean-René","Lecerf","H","http://www.senat.fr/senateur/lecerf_jean_rene01042p.html","http://nossenateurs.fr/jean-rene-lecerf","http://nossenateurs.fr/jean-rene-lecerf/json"
"DALOU",9,600,"La réfection de la voirie (programme 2011)",122,"MARC François",29,2012,"François","Marc","H","http://www.senat.fr/senateur/marc_francois98046x.html","http://nossenateurs.fr/francois-marc","http://nossenateurs.fr/francois-marc/json"
"DAMAZAN",47,4869,"L'aménagement du bourg, la création de cheminements piétonniers et la réfection de trottoirs",122,"FRANCOIS-PONCET Jean",47,2010,"Jean","François-Poncet","H","http://www.senat.fr/senateur/francois_poncet_jean83033q.html","http://nossenateurs.fr/jean-francois-poncet","http://nossenateurs.fr/jean-francois-poncet/json"
"DAMERAUCOURT",60,895,"La réfection des murs intérieurs et des statues de l'église",122,"MARINI Philippe",60,2011,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"DAMERAUCOURT",60,10000,"La réfection de la rue du Bois",122,"MARINI Philippe",60,2013,"Philippe","Marini","H","http://www.senat.fr/senateur/marini_philippe92035t.html","http://nossenateurs.fr/philippe-marini","http://nossenateurs.fr/philippe-marini/json"
"DAMMARIE-EN-PUISAYE",45,5500,"Le renforcement de la défense incendie au Poirier Girault et à la Maltournée",122,"SUEUR Jean-Pierre",45,2010,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"DAMMARIE-SUR-LOING",45,4232,"La construction d'un local technique dans la cour de l'atelier",122,"SUEUR Jean-Pierre",45,2012,"Jean-Pierre","Sueur","H","http://www.senat.fr/senateur/sueur_jean_pierre01028r.html","http://nossenateurs.fr/jean-pierre-sueur","http://nossenateurs.fr/jean-pierre-sueur/json"
"DAMPIERRE",10,3800,"L'aménagement du cimetière",122,"GAILLARD Yann",10,2011,"Yann","Gaillard","H","http://www.senat.fr/senateur/gaillard_yann94003t.html","http://nossenateurs.fr/yann-gaillard","http://nossenateurs.fr/yann-gaillard/json"
"DAMPIERRE",52,6400,"La réhabilitation de l'ancien foyer rural",122,"GUENE Charles",52,2013,"Charles","Guené","H","http://www.senat.fr/senateur/guene_charles01057w.html","http://nossenateurs.fr/charles-guene","http://nossenateurs.fr/charles-guene/json"
"DAMPIERRE-EN-GRACAY",18,4000,"L'acquisition d'un tracteur-tondeuse",122,"POINTEREAU Rémy",18,2013,"Rémy","Pointereau","H","http://www.senat.fr/senateur/pointereau_remy05012a.html","http://nossenateurs.fr/remy-pointereau","http://nossenateurs.fr/remy-pointereau/json"
"DAMPIERRE-SUR-SALON",70,3464,"La réhabilitation des vestiaires du club de football des 4 rivières",122,"KRATTINGER Yves",70,2011,"Yves","Krattinger","H","http://www.senat.fr/senateur/krattinger_yves03001n.html","http://nossenateurs.fr/yves-krattinger","http://nossenateurs.fr/yves-krattinger/json"
"DAMPLEUX",2,2348,"L'installation de ralentisseurs sur la RD 973 en traverse du bourg",122,"LEFEVRE Antoine",2,2011,"Antoine","Lefèvre","H","http://www.senat.fr/senateur/lefevre_antoine08010l.html","http://nossenateurs.fr/antoine-lefevre","http://nossenateurs.fr/antoine-lefevre/json"
"DAMPMART",77,8464,"La construction d'un accueil périscolaire",122,"HYEST Jean-Jacques",77,2012,"Jean-Jacques","Hyest","H","http://www.senat.fr/senateur/hyest_jean_jacques95039l.html","http://nossenateurs.fr/jean-jacques-hyest","http://nossenateurs.fr/jean-jacques-hyest/json"
